Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
59344312,Verity,Colleen Hoover,"Hoover, Colleen",,153872474X,9781538724743,3,4.34,Grand Central Publishing,ebook,336,2021,2018,2/14/2022,11/8/2021,2022,2022 (#19),read,,,,1,0
22840421,"My Lady Jane (The Lady Janies, #1)",Cynthia Hand,"Hand, Cynthia","Brodi Ashton, Jodi Meadows",,,5,4.04,HarperTeen ,Kindle Edition,474,2016,2016,6/20/2017,3/3/2017,2017,2017 (#32),read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,"Brown, Dan",,1416524797,9781416524793,0,3.93,Pocket Books,Mass Market Paperback,736,2006,2000,,5/6/2021,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,"Brown, Dan",,,,0,3.91,Anchor,Paperback,489,2006,2003,,11/21/2017,"to-read, owned","to-read (#3), owned (#86)",to-read,,,,0,0
51630215,"Cast in Firelight (Wickery, #1)",Dana    Swift,"Swift, Dana",,0593124219,9780593124215,0,3.95,Delacorte Press,Hardcover,433,2021,2021,,11/6/2022,to-read,to-read (#118),to-read,,,,0,0
59688355,"Dipped in Holly (Nick and Holly, #1)",Dana Isaly,"Isaly, Dana",,,,1,3.67,Dana Isaly,ebook,66,2021,2021,12/31/2021,12/31/2021,2022,2022 (#1),read,,,,2,0
57917042,"Anatomy: A Love Story (The Anatomy Duology, #1)",Dana Schwartz,"Schwartz, Dana",,,,3,3.83,Wednesday Books,Hardcover,338,2022,2022,8/22/2023,4/3/2023,2023,2023 (#20),read,,,,1,0
59236034,Boo’ed Up,Danielle Allen,"Allen, Danielle",,,,1,3.57,,Kindle Edition,103,2021,2021,11/28/2021,11/28/2021,2021,2021 (#28),read,,,,1,0
53921926,"The Bridge Kingdom (The Bridge Kingdom, #1)",Danielle L. Jensen,"Jensen, Danielle L.",,,,3,4.06,CLA,Kindle Edition,356,2020,2018,3/7/2022,11/8/2021,2022,2022 (#25),read,,,,1,0
61160899,"The Calm Before the Storm (The Bridge Kingdom, #3.5)",Danielle L. Jensen,"Jensen, Danielle L.",,,,3,4.16,Danielle L. Jensen,ebook,80,2022,2022,10/22/2022,10/22/2022,2022,2022 (#89),read,,,,1,0
59487103,"The Inadequate Heir (The Bridge Kingdom, #3)",Danielle L. Jensen,"Jensen, Danielle L.",,,,0,4.18,CLA,Kindle Edition,538,2022,2021,,5/28/2022,to-read,to-read (#43),to-read,,,,0,0
50719471,"The Traitor Queen (The Bridge Kingdom, #2)",Danielle L. Jensen,"Jensen, Danielle L.",,,,5,4.25,CLA,Kindle Edition,352,2020,2020,3/10/2022,2/26/2022,"2022, favorite","2022 (#27), favorite (#12)",read,,,,1,0
39083635,"The Sweetest Oblivion (Made, #1)",Danielle Lori,"Lori, Danielle",,1721284443,9781721284443,2,4.05,CreateSpace,Paperback,384,2018,2018,11/25/2021,11/8/2021,2021,2021 (#26),read,,,,1,0
23153154,"Memory Man (Amos Decker, #1)",David Baldacci,"Baldacci, David",,1455559822,9781455559824,0,4.11,Grand Central Publishing,Hardcover,416,2015,2015,,3/22/2023,to-read,to-read (#202),to-read,,,,0,0
8667848,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,"Harkness, Deborah",,0670022411,9780670022410,0,4.02,Viking Penguin,Hardcover,579,2011,2011,,10/17/2022,to-read,to-read (#103),to-read,,,,0,0
61337597,The House Witch,Delemhach,"Delemhach, Delemhach",,1039410243,9781039410244,0,4.21,Podium Publishing,Kindle Edition,658,2022,2022,,11/13/2022,to-read,to-read (#155),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,0735219117,9780735219113,0,4.4,G.P. Putnam’s Sons,ebook,384,2018,2018,,12/21/2021,to-read,to-read (#25),to-read,,,,0,0
27779033,One Paris Summer,Denise Grover Swank,"Swank, Denise Grover",,0310755166,9780310755166,3,3.97,Blink,Paperback,352,2016,2016,6/18/2022,6/17/2022,"2022, owned","2022 (#40), owned (#26)",read,,,,1,0
10964,"Outlander (Outlander, #1)",Diana Gabaldon,"Gabaldon, Diana",,0440242940,9780440242949,0,4.26,Dell Publishing Company,Mass Market Paperback,850,2005,1991,,5/3/2023,to-read,to-read (#218),to-read,,,,0,0
46041465,Everything I Know About Love,Dolly Alderton,"Alderton, Dolly",,0062968785,9780062968784,0,4.06,Harper,Hardcover,368,2020,2018,,8/14/2023,to-read,to-read (#232),to-read,,,,0,0
17333223,The Goldfinch,Donna Tartt,"Tartt, Donna",,0316055433,9780316055437,0,3.94,"Little, Brown",Hardcover,864,2013,2013,,7/26/2022,to-read,to-read (#78),to-read,,,,0,0
29044,The Secret History,Donna Tartt,"Tartt, Donna",,1400031702,9781400031702,0,4.17,Vintage,Paperback,559,1992,1992,,7/26/2022,"to-read, owned","to-read (#76), owned (#93)",to-read,,,,0,0
33376821,Sweet Bean Paste,Durian Sukegawa,"Sukegawa, Durian",Alison  Watts,1786071959,9781786071958,0,4.07,Oneworld Publications,Paperback,218,2017,2013,,8/14/2023,to-read,to-read (#228),to-read,,,,0,0
60114057,"The American Roommate Experiment (Spanish Love Deception, #2)",Elena  Armas,"Armas, Elena",,1668002779,9781668002773,2,3.86,Atria,Paperback,400,2022,2022,10/11/2022,8/22/2022,2022,2022 (#84),read,,,,1,0
54189398,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,"Armas, Elena",,1668002531,9781668002537,5,3.86,Elena Armas,ebook,487,2021,2021,10/31/2021,9/12/2021,2021,2021 (#20),read,,,,1,0
22571629,The Architect's Apprentice,Elif Shafak,"Shafak, Elif",,052542797X,9780525427971,0,4.02,Viking,Hardcover,432,2015,2006,,5/23/2023,to-read,to-read (#219),to-read,,,,0,0
25701206,The Forty Rules of Love,Elif Shafak,"Shafak, Elif",,0241972930,9780241972939,5,4.13,Penguin,Paperback,358,2015,2009,9/30/2023,5/23/2023,"owned, 2023, favorite","owned (#82), 2023 (#27), favorite (#17)",read,,,,1,0
56587382,The Island of Missing Trees,Elif Shafak,"Shafak, Elif",,0241434998,9780241434994,0,4.16,VIKIN,Hardcover,354,2021,2021,,5/23/2023,to-read,to-read (#220),to-read,,,,0,0
55285911,"A Deal with the Elf King (Married to Magic, #1)",Elise Kova,"Kova, Elise",,1949694283,9781949694284,0,3.74,Silver Wing Press,Paperback,317,2020,2020,,11/10/2021,to-read,to-read (#16),to-read,,,,0,0
23127048,"Air Awakens (Air Awakens, #1)",Elise Kova,"Kova, Elise",,1932549935,9781932549935,0,4,Silver Wing Press,Paperback,342,2015,2015,,2/26/2022,to-read,to-read (#29),to-read,,,,0,0
53457092,"Six Crimson Cranes (Six Crimson Cranes, #1)",Elizabeth Lim,"Lim, Elizabeth",,0593300939,9780593300930,0,4.23,Knopf,ebook,454,2021,2021,,3/7/2023,to-read,to-read (#201),to-read,,,,0,0
42815556,"Spin the Dawn (The Blood of Stars, #1)",Elizabeth Lim,"Lim, Elizabeth",,,,0,3.99,Alfred A. Knopf Books for Young Readers,Hardcover,392,2019,2019,,11/17/2022,to-read,to-read (#160),to-read,,,,0,0
45694898,Marriage for One,Ella Maise,"Maise, Ella",,,,2,3.88,Ella Maise,Kindle Edition,520,2019,2019,1/18/2022,1/14/2022,2022,2022 (#9),read,,,,1,0
58762145,To Hate Adam Connor,Ella Maise,"Maise, Ella",,,,2,4.03,,Kindle Edition,448,2021,2016,2/28/2022,1/19/2022,2022,2022 (#22),read,,,,1,0
58762117,To Love Jason Thorn,Ella Maise,"Maise, Ella",,,,3,3.8,,Kindle Edition,428,2021,2015,2/27/2022,1/19/2022,2022,2022 (#21),read,,,,1,0
44019703,"The Deal (Off-Campus, #1)",Elle Kennedy,"Kennedy, Elle",,,,1,4.25,Elle Kennedy Inc.,Kindle Edition,342,2019,2015,1/4/2022,11/10/2021,2022,2022 (#3),read,,,,1,0
60816947,"House of Lies and Sorrow (Fae of Rewyth, #1)",Emily Blackwood,"Blackwood, Emily",,,9798828522835,3,3.47,Independently published,Paperback,268,2022,2022,8/14/2022,8/13/2022,2022,2022 (#61),read,,,,1,0
41460043,Wuthering Heights,Emily Brontë,"Brontë, Emily",,150989635X,9781509896356,0,3.88,Macmillan Popular Classics,Paperback,313,2018,1847,,8/14/2023,"to-read, owned","to-read (#233), owned (#81)",to-read,,,,0,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,1984806734,9781984806734,1,4.02,Berkley,Paperback,400,2020,2020,6/9/2022,11/10/2021,2022,2022 (#37),read,"Yeahhhhh, so I don’t think this author’s for me at all. I’m just gonna stop trying with this book",,,1,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,,,3,4.16,Berkley,Hardcover,377,2022,2022,10/8/2022,7/22/2022,"2022, owned","2022 (#83), owned (#7)",read,,,,1,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,1984806750,9781984806758,1,3.9,Berkley,Paperback,364,2021,2021,12/21/2021,11/8/2021,2021,2021 (#33),read,This book actually deserves a 1⭐️but I kinda like Alex so 1.5⭐️ it is. This by far has been the worst book I read this year. It’s definitely because of the alternation from now and then. And also because I find friends to lovers boring and poppy to be very irritating. Considered DNFing it like 7 times but I powered through (not a fan of leaving books unfinished,,,1,0
55812605,Hotel Magnifique,Emily J. Taylor,"Taylor, Emily J.",,0593404513,9780593404515,0,3.79,Razorbill,Hardcover,400,2022,2022,,6/20/2022,to-read,to-read (#53),to-read,,,,0,0
55711706,Everyone in This Room Will Someday Be Dead,Emily R. Austin,"Austin, Emily R.",,1982167351,9781982167356,4,3.88,Atria Books,Hardcover,256,2021,2021,2/4/2023,1/26/2023,2023,2023 (#2),read,,,,1,0
59243407,"Fire Heart (The Dragon of Umbra, #1)",Emma Hamm,"Hamm, Emma",,,,2,3.72,Emma Hamm,Kindle Edition,326,2022,2021,11/9/2022,11/7/2022,2022,2022 (#97),read,,,,1,0
42270486,"Seas of Crimson Silk (Burning Empire, #1)",Emma Hamm,"Hamm, Emma",,1732976503,9781732976504,0,3.72,Emma Hamm,Hardcover,374,2018,2018,,11/6/2022,to-read,to-read (#108),to-read,,,,0,0
39679076,"House of Salt and Sorrows (Sisters of the Salt, #1)",Erin A. Craig,"Craig, Erin A.",,1984831925,9781984831927,0,3.92,Delacorte,Hardcover,403,2019,2019,,11/11/2022,to-read,to-read (#154),to-read,,,,0,0
35795993,"The Traitor's Kiss (The Traitor's Circle, #1)",Erin Beaty,"Beaty, Erin",,1250158842,9781250158840,0,3.95,Square Fish,Paperback,366,2018,2017,,11/6/2022,to-read,to-read (#122),to-read,,,,0,0
40864723,"The Traitor's Ruin (Traitor's Trilogy, 2)",Erin Beaty,"Beaty, Erin",,1250309069,9781250309068,0,4.1,Square Fish,Paperback,400,2019,2018,,11/6/2022,to-read,to-read (#119),to-read,,,,0,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,,9780385534635,0,4.02,Doubleday,Hardcover,400,2011,2011,,5/6/2021,to-read,to-read (#8),to-read,,,,0,0
43575115,The Starless Sea,Erin Morgenstern,"Morgenstern, Erin",,038554121X,9780385541213,0,3.86,Doubleday,Hardcover,498,2019,2019,,7/12/2022,to-read,to-read (#59),to-read,,,,0,0
29519514,"Broken Prince (The Royals, #2)",Erin Watt,"Watt, Erin",,1682305031,9781682305034,1,3.99,EverAfter Romance,Paperback,370,2016,2016,,6/2/2017,2017,2017 (#40),read,,,,1,0
28678119,"Paper Princess (The Royals, #1)",Erin Watt,"Watt, Erin","Elle Kennedy, Jen Frederick",,,1,3.93,Timeout LLC,Kindle Edition,370,2016,2016,,6/2/2017,2017,2017 (#39),read,,,,1,0
29519517,"Twisted Palace (The Royals, #3)",Erin Watt,"Watt, Erin",,1682305066,9781682305065,1,3.92,EverAfter Romance,Paperback,370,2016,2016,6/10/2017,6/4/2017,2017,2017 (#41),read,,,,1,0
133599,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",,0099273977,9780099273974,3,3.82,Vintage,Paperback,293,2005,1929,8/26/2023,7/3/2023,"2023, owned","2023 (#21), owned (#79)",read,,,,1,0
26156203,"The Crown's Game (The Crown's Game, #1)",Evelyn Skye,"Skye, Evelyn",,0062422588,9780062422583,0,3.82,Balzer + Bray,Hardcover,407,2016,2016,,11/17/2022,to-read,to-read (#164),to-read,,,,0,0
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,,,0,3.93,Scribner,Paperback,180,1925,1925,,4/28/2023,to-read,to-read (#213),to-read,,,,0,0
42603984,Ace of Spades,Faridah Àbíké-Íyímídé,"Àbíké-Íyímídé, Faridah",,1474967531,9781474967532,0,4.19,Usborne ,Paperback,470,2021,2021,,10/9/2022,to-read,to-read (#88),to-read,,,,0,0
43587154,"Jade City (The Green Bone Saga, #1)",Fonda Lee,"Lee, Fonda",,0316440884,9780316440882,0,4.11,Orbit,Paperback,560,2018,2017,,7/16/2022,to-read,to-read (#67),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,1476738017,9781476738017,4,4.38,Atria Books,Hardcover,337,2014,2012,4/3/2023,1/26/2023,2023,2023 (#9),read,,,,1,0
53799686,Anxious People,Fredrik Backman,"Backman, Fredrik",Neil   Smith,1982121602,9781982121600,0,4.18,Simon & Schuster Canada,Paperback,336,2020,2019,,7/26/2022,to-read,to-read (#77),to-read,,,,0,0
33413128,"Beartown (Beartown, #1)",Fredrik Backman,"Backman, Fredrik",,1501163116,,0,4.29,Simon & Schuster,Kindle Edition,432,2017,2016,,1/26/2023,to-read,to-read (#190),to-read,,,,0,0
60556912,"The Housemaid (The Housemaid, #1)",Freida McFadden,"McFadden, Freida",,,,4,4.34,Bookouture,Kindle Edition,338,2022,2022,10/10/2023,4/28/2023,"owned, 2023","owned (#83), 2023 (#29)",read,,,,1,0
62848145,"The Housemaid's Secret (The Housemaid, #2)",Freida McFadden,"McFadden, Freida",,1837901317,9781837901319,0,4.29,Bookouture,Kindle Edition,318,2023,,,4/28/2023,to-read,to-read (#215),to-read,,,,0,0
57497050,"Court of Dragons (Dragon Isle Wars, #1)",Frost Kay,"Kay, Frost",,,,0,3.82,Renegade Publishing,Kindle Edition,302,2021,2021,,11/6/2022,to-read,to-read (#128),to-read,,,,0,0
17879,Crime and Punishment,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Richard Pevear, Larissa Volokhonsky",0679420290,9780679420293,0,4.26,Random House,Hardcover,564,1993,1866,,3/28/2023,"currently-reading, owned","currently-reading (#2), owned (#76)",currently-reading,,,,1,0
436982,Notes from the Underground,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Constance Garnett, Fyodor Dostoyevsky",,,4,4.18,Dover Publications,Paperback,96,1992,1864,4/25/2023,5/25/2022,2023,2023 (#13),read,,,,1,0
210190,The Double,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,0486295729,9780486295725,0,3.68,Dover Publications,Paperback,144,1997,1846,,4/28/2023,to-read,to-read (#209),to-read,,,,0,0
58784475,"Tomorrow, and Tomorrow, and Tomorrow",Gabrielle Zevin,"Zevin, Gabrielle",,,,0,4.21,Knopf,Hardcover,401,2022,2022,,1/26/2023,to-read,to-read (#191),to-read,,,,0,0
31434883,Eleanor Oliphant Is Completely Fine,Gail Honeyman,"Honeyman, Gail",,0735220689,9780735220683,0,4.24,Pamela Dorman Books / Viking,Hardcover,336,2017,2017,,7/4/2022,to-read,to-read (#55),to-read,,,,0,0
21911416,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,0147514533,9780147514530,1,3.92,Speak,Paperback,259,2014,2009,,2/20/2018,owned,owned (#51),read,,,,1,1
4374400,"If I Stay (If I Stay, #1)",Gayle Forman,"Forman, Gayle",,0525421033,9780525421030,2,3.92,Viking,Hardcover,208,2009,2009,,4/23/2016,owned,owned (#14),read,,,,1,0
17623975,"Just One Day (Just One Day, #1)",Gayle Forman,"Forman, Gayle",,0142422959,9780142422953,3,3.98,Speak,Paperback,369,2013,2013,7/1/2022,6/27/2022,"2022, owned","2022 (#46), owned (#10)",read,,,,1,0
22021611,"Just One Night (Just One Day, #2.5)",Gayle Forman,"Forman, Gayle",,0698184890,9780698184893,1,4.09, Viking Children’s Books,ebook,40,2014,2014,7/7/2022,7/7/2022,"2022, owned","2022 (#54), owned (#61)",read,,,,1,0
12842134,"Just One Year (Just One Day, #2)",Gayle Forman,"Forman, Gayle",,,,2,3.88,Dutton Children's,Kindle Edition,336,2013,2013,7/7/2022,7/5/2022,"2022, owned","2022 (#52), owned (#9)",read,,,,1,0
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,059309994X,9780593099940,0,4.06,Ace,Hardcover,359,2021,2021,,10/11/2022,to-read,to-read (#95),to-read,,,,0,0
61439040,1984,George Orwell,"Orwell, George",Thomas Pynchon,0452284236,9780452284234,0,4.19,Plume,Paperback,368,2022,1949,,1/26/2023,to-read,to-read (#184),to-read,,,,0,0
34817019,"Phoenix Unbound (Fallen Empire, #1)",Grace Draven,"Draven, Grace",,0451489764,9780451489760,0,4.01,Ace Books,ebook,431,2018,2018,,11/6/2022,to-read,to-read (#114),to-read,,,,0,0
24473763,"Radiance (Wraith Kings, #1)",Grace Draven,"Draven, Grace",,,,3,4.01,Grace Draven,Kindle Edition,297,2015,2015,12/11/2022,2/26/2022,2022,2022 (#106),read,,,,1,0
59414094,How to Sell a Haunted House,Grady Hendrix,"Hendrix, Grady",,0593201264,9780593201268,0,3.74,Berkley,Hardcover,419,2023,2023,,4/28/2023,to-read,to-read (#217),to-read,,,,0,0
46223364,"We Free the Stars (Sands of Arawiya, #2)",Hafsah Faizal,"Faizal, Hafsah",,0374311579,9780374311575,3,4.24,"Farrar, Straus and Giroux",Hardcover,592,2021,2021,12/2/2021,11/26/2021,2021,2021 (#27),read,"3 ⭐️<br/>Now, this was an interesting read but unfortunately, it wasn’t that good. The book dragged and dragged and I felt like there were a lot of unnecessary things going on you. It also felt like the author had something against Yasmine! The chemistry between the main leads was non-existent, plus it felt like their romance was rushed. And the second lead couple, which we got a lot of hints about, never actually happened! The main reason I was able to get through it because of the lion of the night. Now he was an interesting character. I’m always attracted to dark and twisty characters. His reason for vengeance, in a way, was plausible.",,,1,0
36492488,"We Hunt the Flame (Sands of Arawiya, #1)",Hafsah Faizal,"Faizal, Hafsah",,0374311544,9780374311544,4,3.9,"Farrar, Straus and Giroux",Hardcover,472,2019,2019,11/10/2021,11/1/2021,2021,2021 (#22),read,,,,1,0
25489025,The Vegetarian,Han Kang,"Kang, Han",Deborah Smith,0553448188,9780553448184,0,3.58,Hogarth,Hardcover,188,2016,2007,,8/14/2023,to-read,to-read (#227),to-read,,,,0,0
53418394,"For the Wolf (Wilderwood, #1)",Hannah F. Whitten,"Whitten, Hannah F.",,0316592781,9780316592789,0,3.63,Orbit Books,Paperback,437,2021,2021,,7/12/2022,to-read,to-read (#64),to-read,,,,0,0
123257687,"Assistant to the Villain (Assistant to the Villain, #1)",Hannah Nicole Maehrer,"Maehrer, Hannah Nicole",,1649375808,9781649375803,1,3.98,Entangled Publishing: Red Tower Books,Paperback,352,2023,2023,10/1/2023,9/23/2023,2023,2023 (#28),read,,,,1,0
29408433,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,1447294831,9781447294832,5,4.34,Picador,Paperback,720,2016,2015,5/14/2023,5/28/2022,"2023, owned","2023 (#14), owned (#72)",read,,,,1,0
26805129,Perfectly Imperfect,Harper Sloan,"Sloan, Harper",,1518893414,9781518893414,2,4.03,CreateSpace Independent Publishing,Paperback,390,2015,2015,7/28/2017,7/28/2017,2017,2017 (#49),read,,,,1,0
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,1400079276,9781400079278,0,4.13,Vintage International,Paperback,467,2006,2002,,1/26/2023,to-read,to-read (#189),to-read,,,,0,0
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,0375704027,9780375704024,0,4.02,Vintage Books,Paperback,296,2000,1987,,1/26/2023,to-read,to-read (#185),to-read,,,,0,0
61273371,Looking for Jane,Heather     Marshall,"Marshall, Heather",,1668013681,9781668013687,0,4.39,Atria Books,Hardcover,400,2023,2022,,12/13/2022,to-read,to-read (#174),to-read,,,,0,0
5758675,House of Orphans,Helen Dunmore,"Dunmore, Helen",,0141029986,9780141029986,0,3.47,,Paperback,330,,2006,,7/24/2022,"dnf, owned","dnf (#4), owned (#75)",dnf,,,,0,0
39338454,"The Bride Test (The Kiss Quotient, #2)",Helen Hoang,"Hoang, Helen",,0451490827,9780451490827,3,3.84,Berkley,Paperback,296,2019,2019,1/13/2022,10/31/2021,2022,2022 (#6),read,,,,1,0
50056075,"The Heart Principle (The Kiss Quotient, #3)",Helen Hoang,"Hoang, Helen",,0451490843,9780451490841,5,3.97,Berkley,Paperback,339,2021,2021,1/14/2022,10/31/2021,2022,2022 (#7),read,"5 stars. I honestly wished this series never ended. It was too good. I literally devoured this book in like a day. Quan was seriously the best male character in the whole series, the way he was always there for everybody was........ no words. Anna on the other hand was the most complex female character so far, which automatically made her a favorite. I really like it when characters are flawed, they just make them more relatable. My favorite thing about it is that it was about Autism, which I really didn't know about, but now I really do want to read more about it.",,,1,0
36199084,"The Kiss Quotient (The Kiss Quotient, #1)",Helen Hoang,"Hoang, Helen",,0451490819,,4,3.91,Berkley,Kindle Edition,323,2018,2018,1/2/2022,10/31/2021,2022,2022 (#2),read,"4.5⭐️ this book is seriously worth all the hype. Such an adorable read. Stella was an adorable little bunny, I was more invested in the female pov than the male pov. The pacing of the whole was pretty good up until the ending in which I felt like everything was a bit too rushed-the only reason why it didn’t get a full 5⭐️. I would totally recommend this book to any romance reader.",,,1,0
40916679,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,1405293187,9781405293181,0,4.34,Electric Monkey,Paperback,433,2019,2019,,7/22/2022,to-read,to-read (#70),to-read,,,,0,0
45874065,"A Good Girl's Guide to Murder (A Good Girl's Guide to Murder, #1)",Holly  Jackson,"Jackson, Holly",,1984896369,9781984896360,0,4.34,Delacorte Press,Hardcover,390,2020,2019,,11/10/2021,to-read,to-read (#20),to-read,,,,0,0
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,,,2,4.06,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,3/17/2018,7/12/2017,"2018, 2022","2018 (#10), 2022 (#53)",read,,,,2,0
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",,0316310409,9780316310406,4,4.37,"Little, Brown",ebook,300,2019,2019,7/25/2022,4/17/2022,2022,2022 (#58),read,,,,1,0
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,0316310336,9780316310338,4,4.32,"Little, Brown Books for Young Readers",ebook,336,2019,2019,7/19/2022,4/17/2022,"2022, owned","2022 (#56), owned (#62)",read,,,,1,0
58650445,"Heavenly Bodies (Heavenly Bodies, #1)",Imani Erriu,"Erriu, Imani",,,,0,4.03,,Paperback,619,2022,2022,,11/7/2022,to-read,to-read (#140),to-read,,,,0,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,4,4.43,Arthur A. Levine Books,Hardcover,341,1999,1998,,4/23/2016,2016,2016 (#24),read,,,,1,0
136251,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,"Rowling, J.K.",,,,5,4.62,Arthur A. Levine Books,Hardcover,759,2007,2007,6/5/2016,4/23/2016,"2016, owned","2016 (#21), owned (#57)",read,,,,1,1
6,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",J.K. Rowling,"Rowling, J.K.","Mary GrandPré, Jim Kay",,,4,4.56,Scholastic,Paperback,734,2002,2000,,4/23/2016,2016,2016 (#22),read,,,,1,0
1,Harry Potter and the Half-Blood Prince (Harry Potter #6),J.K. Rowling,"Rowling, J.K.",,,,4,4.58,Scholastic Inc.,Paperback,652,2006,2005,,11/22/2016,2016,2016 (#58),read,,,,1,0
2,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,,,4,4.5,Scholastic Inc.,Paperback,912,2004,2003,,4/23/2016,2016,2016 (#23),read,,,,1,0
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,043965548X,9780439655484,5,4.58,Scholastic Inc.,Mass Market Paperback,435,2004,1999,,4/23/2016,2016,2016 (#20),read,,,,1,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,,,4,4.47,Scholastic Inc,Hardcover,309,2003,1997,,4/23/2016,owned,owned (#11),read,,,,1,0
36065344,Ghosted,J.M. Darhower,"Darhower, J.M.",,1942206232,9781942206231,1,4.03,J.M. Darhower,Paperback,452,2017,2017,6/5/2022,4/29/2022,2022,2022 (#35),read,,,,1,0
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,"McGuire, Jamie",,,,2,4.02,Jamie McGuire,Kindle Edition,432,2011,2011,,2/10/2017,"2016, owned","2016 (#62), owned (#34)",read,,,,1,1
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,,,0,4.28,Modern Library,Paperback,279,2000,1813,,4/28/2023,to-read,to-read (#214),to-read,,,,0,0
59126924,"Promised in Fire (Of Dragons and Fae, #1)",Jasmine Walt,"Walt, Jasmine",,1948108410,9781948108416,0,3.91,Dynamo Press,Paperback,414,2022,2022,,11/11/2022,to-read,to-read (#148),to-read,,,,0,0
10959277,The Future of Us,Jay Asher,"Asher, Jay",Carolyn Mackler,1595144919,9781595144911,2,3.57,Razorbill,Hardcover,356,2011,2011,,6/17/2016,2016,2016 (#35),read,,,,1,0
13589184,The Future of Us,Jay Asher,"Asher, Jay",Carolyn Mackler,1595145168,9781595145161,2,3.57,Razorbill,Paperback,356,2012,2011,,2/20/2018,,,read,,,,1,1
1217100,Thirteen Reasons Why,Jay Asher,"Asher, Jay",,1595141715,9781595141712,2,3.85,Razorbill,Hardcover,288,2007,2007,,4/23/2016,,,read,,,,1,0
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,1250073022,9781250073020,0,4.23,St. Martin's Press,Hardcover,427,2016,2016,,2/26/2022,to-read,to-read (#35),to-read,,,,0,0
34556994,Trickery (Curse of the Gods #1),Jaymin Eve,"Eve, Jaymin",Jane Washington,1544094019,9781544094014,0,4.17,CreateSpace Independent Publishing Platform,Paperback,372,2017,2017,,11/6/2022,to-read,to-read (#123),to-read,,,,0,0
43263508,"The Orchid Throne (Forgotten Empires, #1)",Jeffe Kennedy,"Kennedy, Jeffe",,1250194318,9781250194312,0,3.68,St. Martin's Paperbacks,Mass Market Paperback,362,2019,2019,,11/6/2022,to-read,to-read (#105),to-read,,,,0,0
53450790,The Perfect Marriage,Jeneva Rose,"Rose, Jeneva",,1913419657,9781913419653,0,3.98,Bloodhound Books,Paperback,342,2020,2020,,4/19/2023,to-read,to-read (#206),to-read,,,,0,0
61194110,"Of Mist and Shadow (The Mist King, #1)",Jenna Wolfhart,"Wolfhart, Jenna",,,,0,3.8,,Kindle Edition,456,2022,,,11/7/2022,to-read,to-read (#142),to-read,,,,0,0
