Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Read Count,Series
61431922,Fourth Wing ,Rebecca Yarros,"Yarros, Rebecca",,1649374046,9781649374042.0,4,4.65,"Entangled Publishing, LLC (Red Tower Books)",Hardcover,528,2023.0,2023.0,7/6/2023,7/3/2023,"owned, 2023","owned (#78), 2023 (#24)",read,,1,"The Empyrean, #1"
90202302,Iron Flame ,Rebecca Yarros,"Yarros, Rebecca",,1649374178,9781649374172.0,0,4.55,Entangled: Red Tower Books,Hardcover,623,2023.0,2023.0,,7/6/2023,to-read,to-read (#221),to-read,,0,"The Empyrean, #2"
28668275,The Mirror & the Maze ,Renée Ahdieh,"Ahdieh, Renée",,,,1,3.77,G.P. Putnam's Sons Books for Young Readers,Kindle Edition,13,2016.0,2016.0,6/2/2021,6/2/2021,2021,2021 (#10),read,,1,"The Wrath and the Dawn, #1.5"
23308084,The Rose & the Dagger ,Renée Ahdieh,"Ahdieh, Renée",,0399171622,9780399171628.0,3,4.05,G.P. Putnam's Sons Books for Young Readers,Hardcover,416,2016.0,2016.0,6/1/2021,5/31/2021,2021,2021 (#9),read,,1,"The Wrath and the Dawn, #2"
18798983,The Wrath and the Dawn ,Renée Ahdieh,"Ahdieh, Renée",,0399171614,9780399171611.0,3,4.06,G.P. Putnam's Sons Books for Young Readers,Hardcover,416,2015.0,2015.0,5/31/2021,5/22/2017,2021,2021 (#8),read,,1,"The Wrath and the Dawn, #1"
12365189,Adrian's Lost Chapter ,Richelle Mead,"Mead, Richelle",,,,5,4.02,,ebook,8,2011.0,2011.0,,1/5/2020,,,read,,1,"Bloodlines, #0.5"
5996153,Blood Promise ,Richelle Mead,"Mead, Richelle",,1595141987,9781595141989.0,4,4.31,Razorbill,Hardcover,503,2009.0,2009.0,,4/23/2016,,,read,,1,"Vampire Academy, #4"
8709527,Bloodlines ,Richelle Mead,"Mead, Richelle",,1595143173,9781595143174.0,4,4.2,Razorbill,Hardcover,432,2011.0,2011.0,,4/23/2016,2016,2016 (#12),read,,1,"Bloodlines, #1"
2282133,Frostbite ,Richelle Mead,"Mead, Richelle",,,,5,4.26,Razorbill,Paperback,327,2008.0,2008.0,,4/23/2016,,,read,,1,"Vampire Academy, #2"
6527740,Last Sacrifice ,Richelle Mead,"Mead, Richelle",,1595143068,9781595143068.0,4,4.37,Razorbill,Hardcover,594,2010.0,2010.0,,4/23/2016,,,read,,1,"Vampire Academy, #6"
2802316,Shadow Kiss ,Richelle Mead,"Mead, Richelle",,1595141979,9781595141972.0,5,4.34,Razorbill,Paperback,443,2008.0,2008.0,,4/23/2016,,,read,,1,"Vampire Academy, #3"
8709524,Silver Shadows ,Richelle Mead,"Mead, Richelle",,1595143211,9781595143211.0,4,4.34,Razorbill,Hardcover,380,2014.0,2014.0,,4/23/2016,2016,2016 (#5),read,,1,"Bloodlines, #5"
6479259,Spirit Bound ,Richelle Mead,"Mead, Richelle",,1595142509,9781595142504.0,4,4.33,Razorbill,Hardcover,489,2010.0,2010.0,,4/23/2016,,,read,,1,"Vampire Academy, #5"
9833184,The Fiery Heart ,Richelle Mead,"Mead, Richelle",,1595143203,9781595143204.0,4,4.34,Razorbill,Hardcover,420,2013.0,2013.0,,4/23/2016,2016,2016 (#15),read,,1,"Bloodlines, #4"
8709523,The Golden Lily ,Richelle Mead,"Mead, Richelle",,1595143181,9781595143181.0,3,4.31,Razorbill,Hardcover,418,2012.0,2012.0,,4/23/2016,,,read,,1,"Bloodlines, #2"
8709526,The Indigo Spell ,Richelle Mead,"Mead, Richelle",,159514319X,9781595143198.0,4,4.36,Razorbill,Hardcover,401,2013.0,2013.0,,4/23/2016,,,read,,1,"Bloodlines, #3"
8709528,The Ruby Circle ,Richelle Mead,"Mead, Richelle",,159514322X,9781595143228.0,4,4.22,Razorbill,Hardcover,348,2015.0,2015.0,,4/23/2016,2016,2016 (#16),read,,1,"Bloodlines, #6"
18660669,Vampire Academy ,Richelle Mead,"Mead, Richelle",,,,4,4.11,Razorbill,Paperback,332,2013.0,2007.0,,4/23/2016,,,read,,1,"Vampire Academy, #1"
41837243,Lock Every Door,Riley Sager,"Sager, Riley",,1524745154,9781524745158.0,0,3.91,Dutton,ebook,381,2019.0,2019.0,,11/17/2022,to-read,to-read (#163),to-read,,0,
24035804,Storm and Silence ,Robert Thier,"Thier, Robert",,3000513515,9783000513510.0,4,4.49,Robert Thier,ebook,765,2016.0,2016.0,11/20/2016,11/15/2016,2016,2016 (#57),read,,1,"Storm and Silence, #1"
39863498,The Gilded Wolves ,Roshani Chokshi,"Chokshi, Roshani",,125014454X,9781250144546.0,0,3.72,Wednesday Books,Hardcover,388,2019.0,2019.0,,11/17/2022,to-read,to-read (#165),to-read,,0,"The Gilded Wolves, #1"
25203675,The Star-Touched Queen ,Roshani Chokshi,"Chokshi, Roshani",,1250085470,9781250085474.0,0,3.56,St. Martin's Griffin,Hardcover,342,2016.0,2016.0,,11/17/2022,to-read,to-read (#161),to-read,,0,"The Star-Touched Queen, #1"
7824322,Between Shades of Gray,Ruta Sepetys,"Sepetys, Ruta",,0399254129,9780399254123.0,5,4.37,Philomel Books,Hardcover,344,2011.0,2011.0,6/25/2022,2/11/2022,2022,2022 (#42),read,,1,
59538702,I Must Betray You,Ruta Sepetys,"Sepetys, Ruta",,,,0,4.42,Hodder Children's Books,Paperback,336,2022.0,2022.0,,7/24/2022,to-read,to-read (#72),to-read,,0,
25614492,Salt to the Sea,Ruta Sepetys,"Sepetys, Ruta",,,,0,4.36,Philomel Books,Hardcover,391,2016.0,2016.0,,6/22/2022,to-read,to-read (#54),to-read,,0,
30694168,Shadowsong ,S. Jae-Jones,"Jae-Jones, S.",,1250129133,9781250129130.0,4,3.56,Wednesday Books,Hardcover,379,2018.0,2018.0,3/2/2018,7/12/2017,2018,2018 (#7),read,,1,"Wintersong, #2"
24763621,Wintersong ,S. Jae-Jones,"Jae-Jones, S.",,1250079217,9781250079213.0,4,3.53,Thomas Dunne Books,Hardcover,436,2017.0,2017.0,8/25/2017,7/12/2017,2017,2017 (#43),read,,1,"Wintersong, #1"
32718027,The City of Brass ,S.A. Chakraborty,"Chakraborty, S.A.",,0062678108,9780062678102.0,0,4.15,Harper Voyager,Hardcover,532,2017.0,2017.0,,7/16/2022,to-read,to-read (#65),to-read,,0,"The Daevabad Trilogy, #1"
53902073,The Song of the Marked ,S.M. Gaither,"Gaither, S.M.",,,,0,3.98,S.M. Gaither,Kindle Edition,437,2020.0,2020.0,,11/7/2022,to-read,to-read (#145),to-read,,0,"Shadows and Crowns, #1"
60521937,A Dowry of Blood ,S.T. Gibson,"Gibson, S.T.",,0316501077,9780316501071.0,0,4.03,Redhook,Hardcover,292,2022.0,2021.0,,10/17/2022,to-read,to-read (#102),to-read,,0,"A Dowry of Blood, #1"
56666839,A Dowry of Blood ,S.T. Gibson,"Gibson, S.T.",,1916366937,9781916366930.0,0,4.03,Nyx Publishing,Paperback,248,2021.0,2021.0,,9/30/2022,to-read,to-read (#83),to-read,,0,"A Dowry of Blood, #1"
27774758,An Ember in the Ashes ,Sabaa Tahir,"Tahir, Sabaa",,,,0,4.26,Razorbill,Paperback,446,2016.0,2015.0,,2/26/2022,to-read,to-read (#30),to-read,,0,"An Ember in the Ashes, #1"
25883848,The Hating Game,Sally  Thorne,"Thorne, Sally",,,,3,3.91,William Morrow Paperbacks,ebook,387,2016.0,2016.0,5/6/2021,5/6/2021,2021,2021 (#2),read,,1,
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,0374602603,9780374602604.0,0,3.54,"Farrar, Straus and Giroux",Hardcover,356,2021.0,2021.0,,12/21/2021,to-read,to-read (#24),to-read,,0,
32187419,Conversations with Friends,Sally Rooney,"Rooney, Sally",,0451499077,,0,3.77,Hogarth,Kindle Edition,304,2017.0,2017.0,,5/28/2022,to-read,to-read (#46),to-read,,0,
41057294,Normal People,Sally Rooney,"Rooney, Sally",,1984822179,9781984822178.0,0,3.81,Hogarth,Hardcover,273,2019.0,2018.0,,11/8/2021,to-read,to-read (#14),to-read,,0,
40381319,The Priory of the Orange Tree ,Samantha    Shannon,"Shannon, Samantha",,,,0,4.22,Bloomsbury Publishing,Hardcover,827,2019.0,2019.0,,7/12/2022,to-read,to-read (#60),to-read,,0,"The Roots of Chaos, #1"
57328663,The Shadow Reader ,Sandy Williams,"Williams, Sandy",,1937007014,9781937007010.0,0,3.75,Ace Books,Mass Market Paperback,307,2011.0,2011.0,,11/6/2022,to-read,to-read (#126),to-read,,0,Shadow Reader #1
28512486,Frost Like Night ,Sara Raasch,"Raasch, Sara",,0062286986,9780062286987.0,4,3.95,Balzer + Bray,Hardcover,488,2016.0,2016.0,11/30/2016,11/22/2016,2016,2016 (#59),read,,1,"Snow Like Ashes, #3"
17404295,Ice Like Fire ,Sara Raasch,"Raasch, Sara",,0062286951,9780062286956.0,1,3.74,Balzer + Bray,Hardcover,483,2015.0,2015.0,11/22/2016,10/20/2016,2016,2016 (#53),read,,1,"Snow Like Ashes, #2"
17399160,Snow Like Ashes ,Sara Raasch,"Raasch, Sara",,0062286927,9780062286925.0,4,3.88,Balzer + Bray,Hardcover,422,2014.0,2014.0,10/20/2016,4/23/2016,2016,2016 (#32),read,,1,"Snow Like Ashes, #1"
49758829,You Deserve Each Other,Sarah Hogle,"Hogle, Sarah",,0349424357,9780349424354.0,1,3.93,Piatkus,Paperback,368,2020.0,2020.0,3/14/2022,2/26/2022,2022,2022 (#26),read,,1,
31050237,A ​Court of Silver Flames ,Sarah J. Maas,"Maas, Sarah J.",,1526602318,9781526602312.0,3,4.46,Bloomsbury Publishing,Hardcover,757,2021.0,2021.0,7/18/2021,7/12/2017,"2021, owned","2021 (#14), owned (#40)",read,,1,"A Court of Thorns and Roses, #4"
36048256,A Court of Frost and Starlight ,Sarah J. Maas,"Maas, Sarah J.",,1408890321,9781408890325.0,0,3.78,Bloomsbury,Paperback,229,2018.0,2018.0,,1/16/2018,"2018, owned","2018 (#18), owned (#33)",read,,1,"A Court of Thorns and Roses, #3.1"
17927395,A Court of Mist and Fury ,Sarah J. Maas,"Maas, Sarah J.",,,,5,4.64,Bloomsbury USA Childrens,Kindle Edition,626,2016.0,2016.0,11/24/2016,9/9/2016,"2016, owned","2016 (#50), owned (#52)",read,,1,"A Court of Thorns and Roses, #2"
16096824,A Court of Thorns and Roses ,Sarah J. Maas,"Maas, Sarah J.",,1619634449,9781619634442.0,4,4.2,Bloomsbury USA Childrens,Hardcover,432,2015.0,2015.0,9/29/2016,8/18/2016,2016,2016 (#46),read,"<blockquote> ""I Love You"" I said, and stabbed him"" </blockquote> <br/>WOW WOW WOW WOW <br/>This is a really unbelievable version of Beauty and the Beast.<br/>A Court of Thorns and Roses really blew me away.<br/>The biggest and most important reason as to why i enjoyed this book so much is.............<b>Rhysand!!!!!!</b><br/>Yeah he might be cunning, evil and horrible character but he is absolutely my favorite. Plus you cant deny that <b>HE</b> made the book far more interesting than it ever was ( or you can deny that totally your choice my friend).<br/>Another reason as to why i enjoyed the book is the plot which was very interesting, exciting, engaging...etc. And the rather interesting twists also can not be forgotten.<br/>However there was a couple of things that kinda let me down. Not very much to lower my rating though.<br/>The first reason is that the book was kinda slow. Kept waiting for the villain to come and she didn't until that last 15 chapters or so.<br/>The second and most disappointing is Tamlin. I know i know lots of people out there love him. I Kept hoping maybe as the story proceed i will fall for him. But as the story continue i liked him less and less. Not only do i dislike him because he is quite boring but also because i doubt he loves Feyre that he claims to does. Or the way she loves him.<br/>All in all, I'm totally looking forward to 2nd book. hopefully there is more Rhysand and maybe even Lucien, he isn't a horrible character if i must admit, scenes.<br/><br/>P.S. Am i the only one whose suspicious because Rhysand <i>stumbled</i>???<br/><br/><blockquote> ""Be glad of your human heart, Feyre. Pity those who don't feel anything at all."" </blockquote>",1,"A Court of Thorns and Roses, #1"
23766634,A Court of Wings and Ruin ,Sarah J. Maas,"Maas, Sarah J.",,1408857901,9781408857908.0,5,4.46,Bloomsbury Publishing,Paperback,705,2017.0,2017.0,1/7/2018,2/8/2017,"2018, owned","2018 (#1), owned (#23)",read,,1,"A Court of Thorns and Roses, #3"
17167166,Crown of Midnight ,Sarah J. Maas,"Maas, Sarah J.",,1619630621,9781619630628.0,5,4.35,Bloomsbury USA Childrens,Hardcover,420,2013.0,2013.0,8/20/2016,8/13/2016,2016,2016 (#45),read,,1,"Throne of Glass, #2"
76713323,Empire of Storms ,Sarah J. Maas,"Maas, Sarah J.",,1639731024,9781639731022.0,0,4.6,Bloomsbury Publishing PLC,Paperback,689,2023.0,2016.0,,2/16/2023,owned,owned (#53),read,,0,"Throne of Glass, #5"
28260587,Empire of Storms ,Sarah J. Maas,"Maas, Sarah J.",,,,5,4.6,Bloomsbury Children's Books,Hardcover,689,2016.0,2016.0,7/1/2017,8/26/2016,2017,2017 (#4),read,,1,"Throne of Glass, #5"
20613470,Heir of Fire ,Sarah J. Maas,"Maas, Sarah J.",,1619630656,9781619630659.0,5,4.46,Bloomsbury YA,Hardcover,565,2014.0,2014.0,8/27/2016,8/20/2016,2016,2016 (#47),read,,1,"Throne of Glass, #3"
44778083,House of Earth and Blood ,Sarah J. Maas,"Maas, Sarah J.",,1635574048,9781635574043.0,5,4.48,Bloomsbury Publishing,Hardcover,803,2020.0,2020.0,1/27/2022,6/15/2021,"2022, owned","2022 (#12), owned (#35)",read,"5 stars. Honestly, throughout the book, I thought it will definitely be 4 stars, but I was reminded why she is a very hyped author. The character development in the book was perfect, it was definitely the highlight for me. The book was a definite slow burn. the last 200 hundred pages were utter perfection. I'm still not quite a fan of the writing, but the world-building and characters and their chemistry made up for it. Ruhn is definitely my favorite. I'll be looking forward the next book.",1,"Crescent City, #1"
52857700,House of Flame and Shadow ,Sarah J. Maas,"Maas, Sarah J.",,1681193094,9781681193090.0,0,4.68,Bloomsbury Publishing,ebook,816,2024.0,2024.0,,4/24/2023,to-read,to-read (#207),to-read,,0,"Crescent City, #3"
40132775,House of Sky and Breath ,Sarah J. Maas,"Maas, Sarah J.",,1408884429,9781408884423.0,3,4.51,Bloomsbury Publishing,Hardcover,805,2022.0,2022.0,9/15/2022,1/6/2022,"2022, owned","2022 (#67), owned (#54)",read,,1,"Crescent City, #2"
33590260,Kingdom of Ash ,Sarah J. Maas,"Maas, Sarah J.",,1619636107,9781619636101.0,5,4.66,Bloomsbury YA,Hardcover,980,2018.0,2018.0,12/29/2018,7/12/2017,"2018, owned","2018 (#22), owned (#41)",read,,1,"Throne of Glass, #7"
18006496,Queen of Shadows ,Sarah J. Maas,"Maas, Sarah J.",,1619636042,9781619636040.0,5,4.58,Bloomsbury USA Childrens,Hardcover,648,2015.0,2015.0,9/10/2016,8/26/2016,"2016, owned","2016 (#48), owned (#44)",read,,1,"Throne of Glass, #4"
18243700,The Assassin's Blade ,Sarah J. Maas,"Maas, Sarah J.",,,,2,4.27,Bloomsbury Childrens,ebook,448,2014.0,2014.0,8/7/2017,10/2/2016,2017,2017 (#5),read,,1,"Throne of Glass, #0.1-0.5"
7896527,Throne of Glass ,Sarah J. Maas,"Maas, Sarah J.",,,,5,4.19,Bloomsbury USA Children's,Hardcover,406,2012.0,2012.0,,4/23/2016,,,read,,1,"Throne of Glass, #1"
31450852,Tower of Dawn ,Sarah J. Maas,"Maas, Sarah J.",,1681195771,9781681195773.0,2,4.27,Bloomsbury USA Childrens,Hardcover,660,2017.0,2017.0,1/27/2018,4/20/2017,"2018, owned","2018 (#2), owned (#27)",read,,1,"Throne of Glass, #6"
36739755,Convenience Store Woman,Sayaka Murata,"Murata, Sayaka",Ginny Tapley Takemori,0802128254,9780802128256.0,0,3.7,Grove Press,Hardcover,163,2018.0,2016.0,,8/14/2023,to-read,to-read (#224),to-read,,0,
56651967,King of Battle and Blood ,Scarlett St.  Clair,"Clair, Scarlett St.",,,9781728258416.0,0,3.77,Bloom Books,Paperback,391,2021.0,2021.0,,12/8/2021,to-read,to-read (#23),to-read,,0,"Adrian x Isolde, #1"
36244423,Mother Knows Best ,Serena Valentino,"Valentino, Serena",,1368009026,9781368009027.0,5,3.99,Disney Press,Hardcover,390,2018.0,2018.0,7/16/2022,7/14/2022,"2022, favorite, owned","2022 (#55), favorite (#11), owned (#8)",read,,1,"Villains, #5"
40550366,Blood & Honey ,Shelby Mahurin,"Mahurin, Shelby",,0062878050,9780062878052.0,3,3.53,HarperTeen,Hardcover,536,2020.0,2020.0,6/11/2021,6/6/2021,2021,2021 (#11),read,,1,"Serpent & Dove, #2"
40024139,Serpent & Dove ,Shelby Mahurin,"Mahurin, Shelby",,,,3,4.0,HarperTeen,Hardcover,513,2019.0,2019.0,5/13/2021,5/12/2021,2021,2021 (#3),read,,1,"Serpent & Dove, #1"
55077538,She Who Became the Sun ,Shelley Parker-Chan,"Parker-Chan, Shelley",,1250621801,9781250621801.0,0,3.88,Tor Books,Hardcover,414,2021.0,2021.0,,7/12/2022,to-read,to-read (#63),to-read,,0,"The Radiant Emperor, #1"
14554,If Tomorrow Comes ,Sidney Sheldon,"Sheldon, Sidney",,0006479677,9780006479673.0,0,4.07,"William Morrow and Co., Inc.",Hardcover,501,1985.0,1985.0,,2/20/2023,to-read,to-read (#198),to-read,,0,"Tracy Whitney, #1"
53152636,Mexican Gothic,Silvia Moreno-Garcia,"Moreno-Garcia, Silvia",,,,0,3.68,Del Rey,Hardcover,320,2020.0,2020.0,,11/10/2021,to-read,to-read (#19),to-read,,0,
4268157,Perfect Chemistry ,Simone Elkeles,"Elkeles, Simone",,0802798233,9780802798237.0,3,4.04,Walker Childrens,Hardcover,368,2008.0,2008.0,,4/23/2016,2016,2016 (#10),read,,1,"Perfect Chemistry, #1"
58371432,The Book of Cold Cases,Simone St. James,"James, Simone St.",,0440000211,9780440000211.0,0,3.79,Berkley,Hardcover,344,2022.0,2022.0,,5/28/2022,to-read,to-read (#48),to-read,,0,
52219386,Almond,Sohn Won-Pyung,"Won-Pyung, Sohn",Joosun Lee,0062961373,9780062961372.0,0,4.18,HarperVia,Hardcover,272,2020.0,2017.0,,8/14/2023,to-read,to-read (#223),to-read,,0,
16248113,The School for Good and Evil ,Soman Chainani,"Chainani, Soman",Iacopo Bruno,0062104896,9780062104892.0,2,3.99,HarperCollins,Hardcover,488,2013.0,2013.0,9/19/2017,9/18/2017,2017,2017 (#53),read,,1,"The School for Good and Evil, #1"
9416,Confessions of a Shopaholic ,Sophie Kinsella,"Kinsella, Sophie",,0440241413,9780440241416.0,2,3.69,Dell,Mass Market Paperback,368,2003.0,2000.0,11/30/2016,11/28/2016,,,read,,1,"Shopaholic, #1"
54801674,Savage Lands ,Stacey Marie Brown,"Brown, Stacey Marie",,,,0,4.13,,Kindle Edition,423,2020.0,2020.0,,9/19/2022,to-read,to-read (#80),to-read,,0,"Savage Lands, #1"
46042932,Shardless ,Stephanie  Fisher,"Fisher, Stephanie",,,,0,4.33,"STAB Publishing, LLC",Kindle Edition,641,2019.0,2018.0,,11/6/2022,to-read,to-read (#107),to-read,,0,"Tempris, #1"
62816044,A Curse for True Love ,Stephanie Garber,"Garber, Stephanie",,1250851203,9781250851208.0,4,4.22,Flatiron,Hardcover,385,2023.0,2023.0,10/27/2023,10/25/2023,2023,2023 (#30),read,,1,"Once Upon a Broken Heart, #3"
27883214,Caraval ,Stephanie Garber,"Garber, Stephanie",,1250095255,9781250095251.0,2,3.99,Flatiron Books,Hardcover,407,2017.0,2016.0,7/8/2017,2/6/2017,"2017, 2022, owned","2017 (#22), 2022 (#68), owned (#66)",read,,2,"Caraval, #1"
40381392,Finale ,Stephanie Garber,"Garber, Stephanie",,1250157668,9781250157669.0,3,4.2,Flatiron Books,Hardcover,478,2019.0,2019.0,10/14/2022,9/19/2022,2022,2022 (#85),read,,1,"Caraval, #3"
36329818,Legendary ,Stephanie Garber,"Garber, Stephanie",,125009531X,9781250095312.0,2,4.19,Flatiron Books,Hardcover,451,2018.0,2018.0,10/7/2022,9/19/2022,"2022, owned","2022 (#82), owned (#4)",read,,1,"Caraval, #2"
55987278,Once Upon a Broken Heart ,Stephanie Garber,"Garber, Stephanie",,1250268397,9781250268396.0,3,4.11,Flatiron Books,Hardcover,408,2021.0,2021.0,10/15/2022,2/26/2022,2022,2022 (#86),read,,1,"Once Upon a Broken Heart, #1"
59808071,The Ballad of Never After ,Stephanie Garber,"Garber, Stephanie",,1250268427,9781250268426.0,4,4.57,Flatiron Books,Hardcover,403,2022.0,2022.0,10/16/2022,10/15/2022,2022,2022 (#87),read,"So far, this was the best book she’s ever written. ",1,Once Upon a Broken Heart #2
6936382,Anna and the French Kiss ,Stephanie Perkins,"Perkins, Stephanie",,0525423273,9780525423270.0,1,3.97,Dutton Juvenile,Hardcover,372,2010.0,2010.0,12/25/2017,4/23/2016,2017,2017 (#1),read,,1,"Anna and the French Kiss, #1"
34466922,Sleeping Beauties,Stephen King,"King, Stephen",Owen King,150116340X,9781501163401.0,0,3.73,Scribner,Hardcover,702,2017.0,2017.0,,1/20/2018,"to-read, owned","to-read (#6), owned (#88)",to-read,,0,
57789637,Daughter of the Moon Goddess ,Sue Lynn Tan,"Tan, Sue Lynn",Kuri Huang,0063031302,9780063031302.0,0,4.13,Harper Voyager,Hardcover,503,2022.0,2022.0,,6/20/2022,to-read,to-read (#52),to-read,,0,"The Celestial Kingdom Duology, #1"
60461898,Heart of the Sun Warrior ,Sue Lynn Tan,"Tan, Sue Lynn",,0063031361,9780063031364.0,0,4.05,Harper Voyager,Hardcover,480,2022.0,2022.0,,11/11/2022,to-read,to-read (#150),to-read,,0,"The Celestial Kingdom Duology, #2"
56803179,The Woman in the Library,Sulari Gentill,"Gentill, Sulari",,,,0,3.51,Sourcebooks,ebook,292,2022.0,2022.0,,5/28/2022,to-read,to-read (#44),to-read,,0,
15863832,Angelfall ,Susan Ee,"Ee, Susan",,1611094259,,5,4.11,Skyscape,Kindle Edition,288,2012.0,2011.0,9/18/2016,8/7/2016,2016,2016 (#42),read,,1,"Penryn & the End of Days, #1"
18500665,End of Days ,Susan Ee,"Ee, Susan",,,,3,4.07,Skyscape,Kindle Edition,345,2015.0,2015.0,9/24/2016,9/20/2016,2016,2016 (#52),read,,1,"Penryn & the End of Days, #3"
17849112,World After ,Susan Ee,"Ee, Susan",,,,4,4.15,Skyscape,Kindle Edition,320,2013.0,2013.0,9/20/2016,9/18/2016,2016,2016 (#51),read,,1,"Penryn & the End of Days, #2"
61102619,Pandora,Susan Stokes-Chapman,"Stokes-Chapman, Susan",,0063280027,9780063280021.0,0,3.69,Harper Perennial,Paperback,408,2023.0,2022.0,,2/23/2023,to-read,to-read (#199),to-read,,0,
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,163557563X,9781635575637.0,0,4.23,Bloomsbury,Hardcover,272,2020.0,2020.0,,7/24/2022,to-read,to-read (#73),to-read,,0,
9792287,The Rose Garden,Susanna Kearsley,"Kearsley, Susanna",,0749009519,9780749009519.0,0,4.03,Allison & Busby ,Paperback,476,2011.0,2011.0,,2/26/2022,to-read,to-read (#33),to-read,,0,
60111080,Bride of the Shadow King ,Sylvia Mercedes,"Mercedes, Sylvia",,,,0,3.86,FireWyrm Books,Kindle Edition,498,2022.0,2022.0,,11/7/2022,to-read,to-read (#136),to-read,,0,"Bride of the Shadow King, #1"
70015,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,0553143840,9780553143843.0,0,4.05,Bantam,Mass Market Paperback,216,1980.0,1963.0,,11/25/2022,to-read,to-read (#169),to-read,,0,
45047384,The House in the Cerulean Sea ,T.J. Klune,"Klune, T.J.",,,,0,4.42,Tor Books,Kindle Edition,394,2020.0,2020.0,,3/28/2022,to-read,to-read (#37),to-read,,0,"The House in the Cerulean Sea, #1"
58517502,Believe Me ,Tahereh Mafi,"Mafi, Tahereh",,0063228319,9780063228313.0,0,4.18,HarperCollins,Paperback,177,2021.0,2021.0,,12/7/2021,to-read,to-read (#22),to-read,,0,"Shatter Me, #6.5"
34992959,Defy Me ,Tahereh Mafi,"Mafi, Tahereh",,0062676393,9780062676399.0,3,4.29,HarperTeen,Hardcover,357,2019.0,2019.0,,9/1/2020,owned,owned (#16),read,,1,"Shatter Me, #5"
13623150,Destroy Me ,Tahereh Mafi,"Mafi, Tahereh",,0062208195,9780062208194.0,4,4.03,Harper,ebook,111,2012.0,2012.0,,4/23/2016,2016,2016 (#26),read,,2,"Shatter Me, #1.5"
17331518,Fracture Me ,Tahereh Mafi,"Mafi, Tahereh",,0062284835,9780062284839.0,2,3.38,HarperCollins,ebook,72,2013.0,2013.0,,4/23/2016,2016,2016 (#27),read,,1,"Shatter Me, #2.5"
13188676,Ignite Me ,Tahereh Mafi,"Mafi, Tahereh",,,,5,4.47,HarperCollins ,Kindle Edition,421,2014.0,2014.0,,4/23/2016,"2016, 2018, owned","2016 (#25), 2018 (#14), owned (#36)",read,,2,"Shatter Me, #3"
44054122,Imagine Me ,Tahereh Mafi,"Mafi, Tahereh",,006267644X,9780062676443.0,0,3.99,HarperCollins,ebook,450,2020.0,2020.0,,9/1/2020,to-read,to-read (#7),to-read,,0,"Shatter Me, #6"
34992929,Restore Me ,Tahereh Mafi,"Mafi, Tahereh",,0062676369,9780062676368.0,3,4.17,HarperCollins,Hardcover,435,2018.0,2018.0,,7/12/2017,"2018, owned","2018 (#19), owned (#30)",read,,1,"Shatter Me, #4"
37642300,Shatter Me ,Tahereh Mafi,"Mafi, Tahereh",,,,4,3.87,HarperCollins,Kindle Edition,339,2017.0,2011.0,,4/23/2016,"2016, owned","2016 (#6), owned (#37)",read,,1,"Shatter Me, #1"
13455782,Shatter Me ,Tahereh Mafi,"Mafi, Tahereh",,0062085506,9780062085504.0,4,3.87,HarperCollins,Paperback,338,2012.0,2011.0,,2/20/2018,"2018, owned","2018 (#12), owned (#20)",read,,1,"Shatter Me, #1"
61085769,These Infinite Threads ,Tahereh Mafi,"Mafi, Tahereh",,0062972472,9780062972477.0,2,4.14,HarperCollins,Hardcover,416,2023.0,2023.0,4/9/2023,11/11/2022,"2023, owned","2023 (#11), owned (#70)",read,"Question: What’s actually happened in this book?<br/>Answer: Nothing. Multiple repetitive conversation. That’s it. <br/>Another thing, I’m seeing a latter between this series and the shatter me series, and I don’t like it. ",1,"This Woven Kingdom, #2"
60489116,This Woven Kingdom ,Tahereh Mafi,"Mafi, Tahereh",,000853196X,9780008531966.0,4,4.0,Harpercollins Publishers,Paperback,494,2022.0,2022.0,8/31/2022,2/21/2022,"2022, owned","2022 (#63), owned (#65)",read,,1,"This Woven Kingdom, #1"
18481271,Unite Me ,Tahereh Mafi,"Mafi, Tahereh",,0062327968,9780062327963.0,4,3.97,HarperTeen,Paperback,197,2014.0,2014.0,,4/23/2016,,,read,,1,"Shatter Me, #1.5-2.5"
13104080,Unravel Me ,Tahereh Mafi,"Mafi, Tahereh",,0062085530,9780062085535.0,4,4.16,HarperCollins ,Hardcover,461,2013.0,2013.0,,4/23/2016,"2016, 2018","2016 (#9), 2018 (#13)",read,,1,"Shatter Me, #2"
51824384,"Act Your Age, Eve Brown ",Talia Hibbert,"Hibbert, Talia",,0062941283,9780062941282.0,3,4.13,Avon,ebook,400,2021.0,2021.0,4/6/2022,2/26/2022,2022,2022 (#31),read,,1,"The Brown Sisters, #3"
43884209,"Get a Life, Chloe Brown ",Talia Hibbert,"Hibbert, Talia",,0062941208,9780062941206.0,3,3.82,Avon,Paperback,384,2019.0,2019.0,3/4/2022,12/3/2021,2022,2022 (#23),read,,1,"The Brown Sisters, #1"
